1/28_gc1 (Time),1/28_gc1 (Lp/Rp),3/10_gc1-1 (Time),3/10_gc1-1 (Lp/Rp),3/10_gc1-2 (Time),3/10_gc1-2 (Lp/Rp),3/10_gc1-3 (Time),3/10_gc1-3 (Lp/Rp),3/10_gc2-1 (Time),3/10_gc2-1 (Lp/Rp),3/10_gc2-2 (Time),3/10_gc2-2 (Lp/Rp),3/10_gc2-3 (Time),3/10_gc2-3 (Lp/Rp),7/7_gc1(Time),7/7_gc1(Lp/Rp),7/28_gc1-1(Time),7/28_gc1-1(Lp/Rp),7/28_gc1-2(Time),7/28_gc1-2(Lp/Rp),7/28_gc1-3(Time),7/28_gc1-3(Lp/Rp),8/4_gc1(Time),8/4_gc1(Lp/Rp),8/5_gc1(Time),8/5_gc1(Lp/Rp),8/6_gc1(Time),8/6_gc1(Lp/Rp)
0,5.070893074,0,0.4971463798,0,0.4971463798,0,0.3977171038,0,0.6960049317,0,0.9942927596,0,1.193151311,0,1.491439139,0,6.271692791,0,4.436075389,0,6.118724674,0,1.988585519,0,1.846543696,0,6.214329747
1,5.070893074,2,0.9942927596,2,0.8948634836,2,0.4971463798,2,0.6960049317,2,1.093722036,2,1.093722036,1,1.690297691,1,6.424660908,1,5.200915973,1,6.118724674,2,1.856013151,2,1.704501874,2,6.462902937
2,5.269751626,4,1.193151311,4,1.292580587,4,0.8948634836,4,0.8948634836,4,0.9942927596,4,1.093722036,2,1.491439139,2,6.883565258,2,5.812788441,2,6.730597142,4,1.988585519,4,1.846543696,4,6.090043152
3,5.17032235,6,1.392009863,6,1.491439139,6,0.9942927596,6,0.7954342076,6,1.093722036,6,1.093722036,3,1.590868415,3,7.342469609,3,6.271692791,3,6.424660908,6,2.121157887,6,1.846543696,6,6.214329747
4,5.269751626,8,1.590868415,8,1.889156243,8,1.292580587,8,0.7954342076,8,1.093722036,8,1.193151311,4,1.491439139,4,7.495437726,4,6.883565258,4,7.189501492,8,2.253730255,8,1.846543696,8,6.338616342
5,5.468610178,10,1.690297691,10,2.088014795,10,1.491439139,10,0.8948634836,10,1.193151311,10,1.292580587,5,1.690297691,5,8.107310193,5,7.036533375,5,NaN,10,2.253730255,10,1.846543696,10,6.587189532
6,5.667468729,12,1.988585519,12,2.286873347,12,1.690297691,12,0.8948634836,12,1.193151311,12,1.193151311,6,1.690297691,6,9.178087011,6,7.495437726,6,8.26027831,12,2.253730255,12,1.846543696,12,6.214329747
7,5.568039454,14,2.286873347,14,2.585161175,14,1.789726967,14,0.9942927596,14,1.193151311,14,1.193151311,7,1.590868415,7,9.484023245,7,8.413246427,7,9.178087011,14,2.386302623,14,1.704501874,14,6.835762722
8,5.568039454,16,2.386302623,16,2.684590451,16,1.889156243,16,1.093722036,16,1.193151311,16,1.292580587,8,1.690297691,8,9.636991362,8,8.872150778,8,9.331055128,16,2.518874991,16,1.846543696,16,6.462902937
9,5.766898005,18,2.386302623,18,2.784019727,18,1.988585519,18,0.9942927596,18,1.193151311,18,1.193151311,9,1.690297691,9,10.09589571,9,9.178087011,9,9.636991362,18,2.518874991,18,1.846543696,18,6.587189532
10,5.866327281,20,2.485731899,20,2.883449003,20,2.187444071,20,1.093722036,20,1.292580587,20,1.193151311,10,1.590868415,10,10.40183195,10,9.484023245,10,9.484023245,20,2.518874991,20,1.988585519,20,6.587189532
11,5.766898005,22,2.684590451,22,2.982878279,22,2.286873347,22,1.093722036,22,1.193151311,22,1.093722036,11,1.590868415,11,10.24886383,11,9.789959479,11,9.331055128,22,2.518874991,22,1.988585519,22,6.960049317
12,5.965756557,24,2.784019727,24,3.082307555,24,2.485731899,24,0.9942927596,24,1.093722036,24,1.193151311,12,1.590868415,12,11.01370441,12,9.942927596,12,10.09589571,24,2.784019727,24,1.988585519,24,7.084335912
13,5.965756557,26,2.883449003,26,3.380595383,26,2.585161175,26,0.9942927596,26,1.093722036,26,1.292580587,13,1.690297691,13,11.01370441,13,10.24886383,13,10.24886383,26,2.651447359,26,1.988585519,26,6.835762722
14,5.965756557,28,3.082307555,28,3.480024658,28,2.684590451,28,0.9942927596,28,1.292580587,28,1.292580587,14,1.690297691,14,11.01370441,14,10.40183195,14,10.40183195,28,2.651447359,28,2.130627342,28,7.208622507
15,6.065185833,30,3.082307555,30,3.579453934,30,2.585161175,30,0.9942927596,30,1.193151311,30,1.392009863,15,1.690297691,15,11.47260876,15,10.55480006,15,10.8607363,30,2.651447359,30,1.988585519,30,7.084335912
16,6.164615109,32,3.082307555,,,30,2.684590451,32,0.9942927596,32,1.193151311,32,1.292580587,16,1.690297691,16,11.62557688,16,11.01370441,16,11.01370441,32,2.651447359,32,1.988585519,32,7.084335912
17,6.264044385,34,3.281166107,,,30,2.784019727,34,0.8948634836,34,1.193151311,34,1.392009863,17,1.690297691,17,12.08448123,17,11.16667253,17,11.31964065,34,2.916592095,34,1.988585519,34,7.457195697
18,6.264044385,36,3.281166107,,,30,2.883449003,36,1.093722036,36,1.292580587,36,1.292580587,18,1.789726967,18,12.39041747,18,11.778545,18,11.778545,36,2.916592095,36,1.988585519,36,7.208622507
19,6.264044385,38,3.67888321,,,30,2.982878279,38,1.193151311,38,1.193151311,38,1.392009863,19,1.690297691,19,12.6963537,19,11.778545,19,12.08448123,38,3.049164463,38,2.130627342,38,7.457195697
20,6.462902937,40,3.67888321,,,30,3.082307555,40,1.093722036,40,1.392009863,40,1.292580587,20,1.690297691,20,13.00228993,20,12.23744935,20,11.93151311,40,3.049164463,40,2.130627342,40,7.332909102
21,6.363473661,42,3.877741762,,,,,42,1.093722036,42,1.392009863,42,1.392009863,21,1.491439139,21,13.15525805,21,12.39041747,21,12.39041747,42,2.916592095,42,2.130627342,42,7.332909102
22,6.562332213,44,3.778312486,,,,,44,1.093722036,44,1.292580587,44,1.193151311,22,1.690297691,22,13.46119428,22,12.6963537,22,12.08448123,44,3.049164463,44,1.988585519,44,7.457195697
23,6.562332213,,,,,,,46,1.093722036,46,1.392009863,46,1.392009863,23,1.491439139,23,13.76713052,23,13.00228993,23,13.6141624,46,2.916592095,46,1.988585519,46,7.332909102
24,6.761190765,,,,,,,48,0.9942927596,48,1.292580587,48,1.392009863,24,1.690297691,24,14.07306675,24,13.15525805,24,13.00228993,48,3.049164463,48,2.130627342,48,7.705768887
25,6.562332213,,,,,,,50,0.9942927596,50,1.392009863,50,1.491439139,25,1.590868415,25,14.37900298,25,13.46119428,25,12.84932182,50,3.181736831,50,1.988585519,50,7.332909102
26,6.761190765,,,,,,,52,1.093722036,52,1.392009863,52,1.392009863,26,1.789726967,26,14.83790733,26,13.6141624,26,13.30822617,52,3.181736831,52,2.272669165,52,7.705768887
27,6.761190765,,,,,,,54,0.9942927596,54,1.491439139,54,1.491439139,27,1.690297691,27,15.14384357,27,13.92009863,27,13.30822617,54,3.314309199,54,2.130627342,54,7.457195697
28,6.562332213,,,,,,,56,0.9942927596,56,1.392009863,56,1.392009863,28,1.690297691,28,15.60274792,28,14.07306675,28,13.76713052,56,3.314309199,56,2.130627342,56,7.581482292
29,6.960049317,,,,,,,58,0.9942927596,58,1.491439139,58,1.491439139,29,1.690297691,29,15.75571604,29,14.22603487,29,13.6141624,58,3.446881566,58,2.272669165,58,7.581482292
30,6.960049317,,,,,,,60,1.093722036,60,1.491439139,60,1.392009863,30,1.889156243,30,16.06165227,30,14.5319711,30,14.07306675,60,3.446881566,60,2.130627342,60,7.332909102
31,6.860620041,,,,,,,62,0.9942927596,62,1.392009863,62,1.491439139,31,1.889156243,31,16.21462039,31,14.68493922,31,14.22603487,62,3.446881566,62,2.272669165,62,7.705768887
32,7.059478593,,,,,,,64,1.093722036,64,1.590868415,64,1.491439139,32,1.789726967,32,16.3675885,32,14.99087545,32,14.5319711,64,3.579453934,64,2.130627342,64,7.581482292
33,6.960049317,,,,,,,66,0.9942927596,66,1.590868415,66,1.392009863,33,1.590868415,33,16.52055662,33,15.29681169,33,14.22603487,66,3.579453934,66,2.272669165,66,7.954342076
34,7.059478593,,,,,,,68,0.7954342076,68,1.392009863,68,1.392009863,34,1.789726967,34,16.82649285,,,34,14.83790733,68,3.446881566,68,2.272669165,68,7.705768887
35,7.059478593,,,,,,,70,1.093722036,70,1.491439139,70,1.590868415,35,1.889156243,35,17.13242909,,,35,15.4497798,70,3.579453934,70,2.130627342,70,8.078628671
36,7.158907869,,,,,,,72,1.193151311,72,1.491439139,72,1.392009863,36,1.789726967,36,17.43836532,,,36,15.4497798,72,3.84459867,72,2.130627342,72,7.830055482
37,7.258337145,,,,,,,74,0.9942927596,74,1.392009863,74,1.491439139,37,1.789726967,37,17.74430156,,,37,15.75571604,74,3.84459867,74,2.130627342,74,7.830055482
38,7.258337145,,,,,,,76,0.8948634836,76,1.392009863,76,1.392009863,38,1.789726967,38,18.05023779,,,38,15.60274792,76,4.109743406,76,2.130627342,76,8.202915266
39,7.258337145,,,,,,,78,0.8948634836,78,1.491439139,78,1.491439139,39,1.889156243,39,18.35617402,,,39,15.90868415,78,3.977171038,78,2.272669165,78,8.078628671
40,7.357766421,,,,,,,80,0.9942927596,80,1.491439139,80,1.590868415,40,1.590868415,40,18.50914214,,,40,16.3675885,80,4.374888142,80,2.414710988,80,7.830055482
41,7.357766421,,,,,,,82,1.093722036,82,1.590868415,82,1.590868415,41,1.789726967,41,18.81507837,,,41,16.82649285,82,4.374888142,82,2.272669165,82,7.830055482
42,7.457195697,,,,,,,84,0.7954342076,84,1.491439139,84,1.590868415,42,1.789726967,42,19.12101461,,,42,16.21462039,84,4.242315774,84,2.272669165,84,8.078628671
43,7.457195697,,,,,,,86,0.9942927596,86,1.491439139,86,1.590868415,43,1.889156243,43,19.27398272,,,43,16.82649285,86,4.50746051,86,2.272669165,86,8.078628671
44,7.457195697,,,,,,,88,0.9942927596,88,1.491439139,88,1.590868415,44,1.690297691,44,19.57991896,,,44,17.43836532,88,4.50746051,88,2.272669165,88,8.078628671
45,7.755483525,,,,,,,90,1.093722036,90,1.491439139,90,1.590868415,45,1.889156243,45,19.57991896,,,45,17.74430156,90,4.640032878,90,2.272669165,90,8.327201861
46,7.656054249,,,,,,,92,1.093722036,92,1.590868415,92,1.491439139,46,1.988585519,46,19.88585519,,,46,18.35617402,92,4.50746051,92,2.130627342,92,8.202915266
47,7.755483525,,,,,,,94,1.093722036,94,1.590868415,94,1.491439139,47,1.789726967,,,,,47,18.35617402,94,4.50746051,94,2.272669165,94,8.575775051
48,7.755483525,,,,,,,96,1.093722036,96,1.590868415,96,1.491439139,48,1.789726967,,,,,48,18.35617402,96,4.640032878,96,2.272669165,96,8.202915266
49,7.755483525,,,,,,,98,1.292580587,98,1.690297691,98,1.392009863,49,1.690297691,,,,,49,18.35617402,98,4.374888142,98,2.272669165,98,8.700061646
50,7.854912801,,,,,,,100,1.193151311,100,1.590868415,100,1.491439139,50,1.690297691,,,,,50,18.66211026,100,4.905177614,100,2.130627342,100,8.451488456
51,7.854912801,,,,,,,102,1.193151311,102,1.590868415,102,1.491439139,51,1.789726967,,,,,51,18.96804649,102,4.640032878,102,2.414710988,102,8.700061646
52,7.854912801,,,,,,,104,1.193151311,104,1.491439139,104,1.392009863,52,1.988585519,,,,,52,18.81507837,104,4.905177614,104,2.272669165,104,8.451488456
53,7.954342076,,,,,,,106,1.193151311,106,1.491439139,106,1.491439139,53,1.789726967,,,,,53,19.42695084,106,4.905177614,106,2.414710988,106,8.948634836
54,7.954342076,,,,,,,108,1.193151311,108,1.491439139,108,1.491439139,54,1.988585519,,,,,54,19.27398272,108,4.905177614,108,2.272669165,108,8.575775051
55,8.053771352,,,,,,,110,1.193151311,110,1.590868415,110,1.590868415,55,1.889156243,,,,,55,19.42695084,110,5.17032235,110,2.414710988,110,8.700061646
56,8.153200628,,,,,,,112,1.292580587,112,1.590868415,112,1.590868415,56,1.789726967,,,,,56,19.57991896,112,5.17032235,112,2.272669165,112,8.575775051
57,8.252629904,,,,,,,114,1.292580587,114,1.690297691,114,1.590868415,57,1.889156243,,,,,57,19.88585519,114,5.302894718,114,2.414710988,114,8.575775051
58,8.153200628,,,,,,,116,1.193151311,116,1.690297691,116,1.690297691,58,1.789726967,,,,,58,20.19179142,116,5.700611821,116,2.272669165,116,8.824348241
59,8.252629904,,,,,,,118,1.292580587,118,1.690297691,118,1.690297691,59,1.889156243,,,,,59,21.10960013,118,5.833184189,118,2.272669165,118,8.575775051
60,8.35205918,,,,,,,120,1.292580587,120,1.789726967,120,1.789726967,60,1.988585519,,,,,60,20.34475954,120,5.965756557,120,2.272669165,120,8.824348241
61,8.35205918,,,,,,,122,1.392009863,122,1.690297691,122,1.789726967,61,1.889156243,,,,,61,20.65069578,122,6.098328925,122,2.272669165,122,8.575775051
62,8.252629904,,,,,,,124,1.193151311,124,1.690297691,124,1.789726967,62,1.988585519,,,,,62,20.65069578,124,6.098328925,124,2.414710988,124,8.824348241
63,8.451488456,,,,,,,126,1.193151311,126,1.690297691,126,1.690297691,63,1.889156243,,,,,63,20.80366389,126,6.098328925,126,2.272669165,126,8.700061646
64,8.650347008,,,,,,,128,1.392009863,128,1.590868415,128,1.789726967,64,1.889156243,,,,,64,20.95663201,128,6.098328925,128,2.414710988,128,8.700061646
65,8.550917732,,,,,,,130,1.292580587,130,1.690297691,130,1.690297691,65,1.988585519,,,,,65,21.56850448,130,6.098328925,130,2.55675281,130,8.948634836
66,8.550917732,,,,,,,132,1.193151311,132,1.690297691,132,1.590868415,66,1.789726967,,,,,66,21.56850448,132,6.098328925,132,2.414710988,132,8.824348241
67,8.650347008,,,,,,,134,1.292580587,134,1.690297691,134,1.690297691,67,1.889156243,,,,,67,22.18037694,134,6.230901293,134,2.414710988,134,8.948634836
68,8.550917732,,,,,,,136,1.292580587,136,1.889156243,136,1.590868415,68,1.988585519,,,,,68,22.02740883,136,5.965756557,136,2.414710988,136,8.948634836
69,8.749776284,,,,,,,138,1.193151311,138,1.690297691,138,1.590868415,69,1.789726967,,,,,69,21.87444071,138,6.230901293,138,2.414710988,138,9.321494621
70,8.84920556,,,,,,,140,1.193151311,140,1.789726967,140,1.590868415,70,1.789726967,,,,,70,22.18037694,140,6.230901293,140,2.55675281,140,8.948634836
71,8.84920556,,,,,,,142,1.292580587,142,1.590868415,142,1.789726967,71,1.789726967,,,,,71,22.33334506,142,6.230901293,142,2.698794633,142,9.072921431
72,8.749776284,,,,,,,144,1.292580587,144,1.690297691,144,1.690297691,72,1.988585519,,,,,72,23.09818565,144,6.230901293,144,2.414710988,144,9.072921431
73,8.749776284,,,,,,,146,1.292580587,146,1.690297691,146,1.590868415,73,1.789726967,,,,,73,22.48631318,146,6.230901293,146,2.55675281,146,9.197208026
74,8.84920556,,,,,,,148,1.292580587,148,1.789726967,148,1.590868415,74,1.789726967,,,,,74,22.94521753,148,6.363473661,148,2.698794633,148,9.072921431
75,8.84920556,,,,,,,150,1.292580587,150,1.789726967,150,1.789726967,75,1.988585519,,,,,75,23.55709,150,6.363473661,150,2.414710988,,
76,8.948634836,,,,,,,152,1.292580587,152,1.690297691,152,1.690297691,76,1.988585519,,,,,76,24.16896246,152,6.363473661,152,2.55675281,,
77,8.948634836,,,,,,,154,1.292580587,154,1.690297691,154,1.690297691,77,1.988585519,,,,,77,24.4748987,154,6.363473661,154,2.698794633,,
78,9.147493388,,,,,,,156,1.292580587,156,1.690297691,156,1.690297691,78,2.088014795,,,,,78,23.55709,156,6.628618397,156,2.698794633,,
79,9.048064112,,,,,,,158,1.392009863,158,1.789726967,158,1.690297691,79,1.889156243,,,,,79,24.4748987,158,6.496046029,158,2.698794633,,
80,9.246922664,,,,,,,160,1.392009863,160,1.690297691,160,1.789726967,80,1.988585519,,,,,80,24.32193058,160,6.628618397,160,2.698794633,,
81,9.246922664,,,,,,,162,1.491439139,162,1.690297691,162,1.789726967,81,1.988585519,,,,,81,24.4748987,162,6.761190765,162,2.698794633,,
82,9.147493388,,,,,,,164,1.392009863,164,1.789726967,164,1.690297691,82,1.988585519,,,,,82,25.08677116,164,6.761190765,164,2.698794633,,
83,9.147493388,,,,,,,166,1.392009863,166,1.789726967,166,1.789726967,83,1.988585519,,,,,83,24.4748987,166,6.761190765,166,2.840836456,,
